"","...1","Tissue","Total","Organ_Count","Tissue_Count","Split","Model"
"259",32,"brain, parathyroid gland",1,32,"32-Tissue enhanced: brain, parathyroid gland","70%-30%","Deep"
"260",33,"brain, salivary gland",1,33,"33-Tissue enhanced: brain, salivary gland","70%-30%","Deep"
"261",34,"breast, choroid plexus",1,34,"34-Tissue enhanced: breast, choroid plexus","70%-30%","Deep"
"262",35,"cervix, endometrium 1",1,35,"35-Tissue enhanced: cervix, endometrium 1","70%-30%","Deep"
"263",36,"cervix, endometrium 1, smooth muscle",1,36,"36-Tissue enhanced: cervix, endometrium 1, smooth muscle","70%-30%","Deep"
"264",37,"cervix, gallbladder",1,37,"37-Tissue enhanced: cervix, gallbladder","70%-30%","Deep"
"265",38,"cervix, retina",1,38,"38-Tissue enhanced: cervix, retina","70%-30%","Deep"
"266",39,"endometrium 1",1,39,"39-Tissue enhanced: endometrium 1","70%-30%","Deep"
"267",40,"endometrium 1, gallbladder, lymphoid tissue, smooth muscle",1,40,"40-Tissue enhanced: endometrium 1, gallbladder, lymphoid tissue, smooth muscle","70%-30%","Deep"
"268",41,"esophagus",2,41,"41-Tissue enhanced: esophagus","70%-30%","Deep"
"269",42,"esophagus, liver, skin 1",1,42,"42-Tissue enhanced: esophagus, liver, skin 1","70%-30%","Deep"
"270",43,"gallbladder",1,43,"43-Tissue enhanced: gallbladder","70%-30%","Deep"
"271",44,"gallbladder, liver, placenta, urinary bladder",1,44,"44-Tissue enhanced: gallbladder, liver, placenta, urinary bladder","70%-30%","Deep"
"272",45,"gallbladder, salivary gland, urinary bladder",1,45,"45-Tissue enhanced: gallbladder, salivary gland, urinary bladder","70%-30%","Deep"
"273",46,"gallbladder, stomach 1, urinary bladder",1,46,"46-Tissue enhanced: gallbladder, stomach 1, urinary bladder","70%-30%","Deep"
"274",47,"heart muscle, skeletal muscle, tongue",1,47,"47-Tissue enhanced: heart muscle, skeletal muscle, tongue","70%-30%","Deep"
"275",48,"intestine",1,48,"48-Tissue enhanced: intestine","70%-30%","Deep"
"276",49,"intestine, lymphoid tissue, urinary bladder",1,49,"49-Tissue enhanced: intestine, lymphoid tissue, urinary bladder","70%-30%","Deep"
"277",50,"intestine, salivary gland",1,50,"50-Tissue enhanced: intestine, salivary gland","70%-30%","Deep"
"278",51,"kidney",1,51,"51-Tissue enhanced: kidney","70%-30%","Deep"
"279",52,"kidney, skin 1",1,52,"52-Tissue enhanced: kidney, skin 1","70%-30%","Deep"
"280",53,"kidney, urinary bladder",1,53,"53-Tissue enhanced: kidney, urinary bladder","70%-30%","Deep"
"281",54,"liver",2,54,"54-Tissue enhanced: liver","70%-30%","Deep"
"282",55,"liver, pancreas",1,55,"55-Tissue enhanced: liver, pancreas","70%-30%","Deep"
"283",56,"lung",4,56,"56-Tissue enhanced: lung","70%-30%","Deep"
"284",57,"lung, lymphoid tissue",2,57,"57-Tissue enhanced: lung, lymphoid tissue","70%-30%","Deep"
"285",58,"lung, urinary bladder",1,58,"58-Tissue enhanced: lung, urinary bladder","70%-30%","Deep"
"286",59,"lymphoid tissue",14,59,"59-Tissue enhanced: lymphoid tissue","70%-30%","Deep"
"287",60,"lymphoid tissue, pituitary gland",1,60,"60-Tissue enhanced: lymphoid tissue, pituitary gland","70%-30%","Deep"
"288",61,"lymphoid tissue, placenta",1,61,"61-Tissue enhanced: lymphoid tissue, placenta","70%-30%","Deep"
"289",62,"parathyroid gland",1,62,"62-Tissue enhanced: parathyroid gland","70%-30%","Deep"
"290",63,"parathyroid gland, seminal vesicle",1,63,"63-Tissue enhanced: parathyroid gland, seminal vesicle","70%-30%","Deep"
"291",64,"parathyroid gland, testis",1,64,"64-Tissue enhanced: parathyroid gland, testis","70%-30%","Deep"
"292",65,"placenta",4,65,"65-Tissue enhanced: placenta","70%-30%","Deep"
"293",66,"placenta, thyroid gland",1,66,"66-Tissue enhanced: placenta, thyroid gland","70%-30%","Deep"
"294",67,"retina",1,67,"67-Tissue enhanced: retina","70%-30%","Deep"
"295",68,"salivary gland",1,68,"68-Tissue enhanced: salivary gland","70%-30%","Deep"
"296",69,"skeletal muscle",4,69,"69-Tissue enhanced: skeletal muscle","70%-30%","Deep"
"297",70,"skeletal muscle, tongue",3,70,"70-Tissue enhanced: skeletal muscle, tongue","70%-30%","Deep"
"298",71,"skin 1",2,71,"71-Tissue enhanced: skin 1","70%-30%","Deep"
"299",72,"testis",1,72,"72-Tissue enhanced: testis","70%-30%","Deep"
"300",73,"urinary bladder",1,73,"73-Tissue enhanced: urinary bladder","70%-30%","Deep"
"301",74,"bone marrow",2,74,"74-Tissue enriched: bone marrow","70%-30%","Deep"
"302",75,"bone marrow",1,75,"75-Tissue enriched: bone marrow, Tissue enriched: bone marrow","70%-30%","Deep"
"303",76,"brain",4,76,"76-Tissue enriched: brain","70%-30%","Deep"
"304",77,"endometrium 1",1,77,"77-Tissue enriched: endometrium 1","70%-30%","Deep"
"305",78,"intestine",2,78,"78-Tissue enriched: intestine","70%-30%","Deep"
"306",79,"liver",5,79,"79-Tissue enriched: liver","70%-30%","Deep"
"307",80,"lung",2,80,"80-Tissue enriched: lung","70%-30%","Deep"
"308",81,"lymphoid tissue",3,81,"81-Tissue enriched: lymphoid tissue","70%-30%","Deep"
"309",82,"pancreas",4,82,"82-Tissue enriched: pancreas","70%-30%","Deep"
"310",83,"salivary gland",1,83,"83-Tissue enriched: salivary gland","70%-30%","Deep"
"311",84,"skeletal muscle",1,84,"84-Tissue enriched: skeletal muscle","70%-30%","Deep"
"312",85,"skin 1",3,85,"85-Tissue enriched: skin 1","70%-30%","Deep"
"313",86,"stomach 1",2,86,"86-Tissue enriched: stomach 1","70%-30%","Deep"
"314",87,NA,1,87,"87-NA","70%-30%","Deep"
"315",1,"intestine, pancreas",1,1,"1-Group enriched: intestine, pancreas","70%-30%","ClassifierChains"
"316",1,"adrenal gland, pituitary gland",1,1,"1-Group enriched: adrenal gland, pituitary gland","70%-30%","RakelD"
"317",2,"brain, gallbladder",1,2,"2-Group enriched: brain, gallbladder","70%-30%","RakelD"
"318",3,"brain, skeletal muscle",1,3,"3-Group enriched: brain, skeletal muscle","70%-30%","RakelD"
"319",4,"intestine, liver",1,4,"4-Group enriched: intestine, liver","70%-30%","RakelD"
"320",5,"Low tissue specificity",14,5,"5-Low tissue specificity","70%-30%","RakelD"
"321",6,"adipose tissue, seminal vesicle",1,6,"6-Tissue enhanced: adipose tissue, seminal vesicle","70%-30%","RakelD"
"322",7,"bone marrow, lung, lymphoid tissue",1,7,"7-Tissue enhanced: bone marrow, lung, lymphoid tissue","70%-30%","RakelD"
"323",8,"brain",1,8,"8-Tissue enhanced: brain","70%-30%","RakelD"
"324",9,"brain, fallopian tube, retina",1,9,"9-Tissue enhanced: brain, fallopian tube, retina","70%-30%","RakelD"
"325",10,"brain, parathyroid gland",1,10,"10-Tissue enhanced: brain, parathyroid gland","70%-30%","RakelD"
"326",11,"brain, skin 1",1,11,"11-Tissue enhanced: brain, skin 1","70%-30%","RakelD"
"327",12,"esophagus",1,12,"12-Tissue enhanced: esophagus","70%-30%","RakelD"
"328",13,"intestine, pancreas, salivary gland, stomach 1",1,13,"13-Tissue enhanced: intestine, pancreas, salivary gland, stomach 1","70%-30%","RakelD"
"329",14,"intestine, parathyroid gland",1,14,"14-Tissue enhanced: intestine, parathyroid gland","70%-30%","RakelD"
"330",15,"lymphoid tissue",1,15,"15-Tissue enhanced: lymphoid tissue","70%-30%","RakelD"
"331",16,"placenta",1,16,"16-Tissue enhanced: placenta","70%-30%","RakelD"
"332",17,"skeletal muscle",2,17,"17-Tissue enhanced: skeletal muscle","70%-30%","RakelD"
"333",18,"skin 1",1,18,"18-Tissue enhanced: skin 1","70%-30%","RakelD"
"334",19,"bone marrow",2,19,"19-Tissue enriched: bone marrow","70%-30%","RakelD"
"335",20,"brain",1,20,"20-Tissue enriched: brain","70%-30%","RakelD"
"336",21,"endometrium 1",1,21,"21-Tissue enriched: endometrium 1","70%-30%","RakelD"
"337",22,"liver",1,22,"22-Tissue enriched: liver","70%-30%","RakelD"
"338",23,"lung",1,23,"23-Tissue enriched: lung","70%-30%","RakelD"
"339",24,"skin 1",1,24,"24-Tissue enriched: skin 1","70%-30%","RakelD"
"340",1,"intestine, pancreas",1,1,"1-Group enriched: intestine, pancreas","70%-30%","HARAM"
"341",2,"Low tissue specificity",1,2,"2-Low tissue specificity","70%-30%","HARAM"
"342",1,"Low tissue specificity",14,1,"1-Low tissue specificity","70%-30%","SVM"
"343",2,"adipose tissue, lymphoid tissue, urinary bladder",1,2,"2-Tissue enhanced: adipose tissue, lymphoid tissue, urinary bladder","70%-30%","SVM"
"344",3,"bone marrow, lung, lymphoid tissue",1,3,"3-Tissue enhanced: bone marrow, lung, lymphoid tissue","70%-30%","SVM"
"345",4,"brain",2,4,"4-Tissue enhanced: brain","70%-30%","SVM"
"346",5,"brain, choroid plexus",1,5,"5-Tissue enhanced: brain, choroid plexus","70%-30%","SVM"
"347",6,"esophagus",1,6,"6-Tissue enhanced: esophagus","70%-30%","SVM"
"348",7,"lung, urinary bladder",1,7,"7-Tissue enhanced: lung, urinary bladder","70%-30%","SVM"
"349",8,"lymphoid tissue",3,8,"8-Tissue enhanced: lymphoid tissue","70%-30%","SVM"
"350",9,"parathyroid gland",1,9,"9-Tissue enhanced: parathyroid gland","70%-30%","SVM"
"351",10,"placenta",1,10,"10-Tissue enhanced: placenta","70%-30%","SVM"
"352",11,"skeletal muscle",1,11,"11-Tissue enhanced: skeletal muscle","70%-30%","SVM"
"353",12,"brain",2,12,"12-Tissue enriched: brain","70%-30%","SVM"
"354",13,"liver",3,13,"13-Tissue enriched: liver","70%-30%","SVM"
"355",14,"lymphoid tissue",1,14,"14-Tissue enriched: lymphoid tissue","70%-30%","SVM"
"356",15,"salivary gland",1,15,"15-Tissue enriched: salivary gland","70%-30%","SVM"
"357",16,"stomach 1",1,16,"16-Tissue enriched: stomach 1","70%-30%","SVM"
"358",1,"bone marrow, lymphoid tissue",1,1,"1-Group enriched: bone marrow, lymphoid tissue","75%-25%","Deep"
"359",2,"Low tissue specificity",1,2,"2-Low tissue specificity","75%-25%","Deep"
"360",3,"brain, pancreas",1,3,"3-Tissue enhanced: brain, pancreas","75%-25%","Deep"
"361",4,"esophagus, salivary gland, skin 1, vagina",1,4,"4-Tissue enhanced: esophagus, salivary gland, skin 1, vagina","75%-25%","Deep"
"362",5,NA,1,5,"5-NA","75%-25%","Deep"
"363",1,"intestine, pancreas",1,1,"1-Group enriched: intestine, pancreas","75%-25%","ClassifierChains"
"364",1,"intestine, pancreas",1,1,"1-Group enriched: intestine, pancreas","75%-25%","HARAM"
"365",1,NA,1,1,"1-NA","75%-25%","SVM"
